ID,Marriage_Type,Age_at_Marriage,Gender,Education_Level,Caste_Match,Religion,Parental_Approval,Urban_Rural,Dowry_Exchanged,Marital_Satisfaction,Divorce_Status,Children_Count,Income_Level,Years_Since_Marriage,Spouse_Working,Inter-Caste,Inter-Religion
1599,Arranged,34,Female,Graduate,Same,Muslim,Partial,Urban,No,Medium,No,0,High,2,Yes,No,No
1600,Arranged,19,Female,School,Same,Hindu,Yes,Urban,Yes,High,No,1,Middle,33,No,No,No
1601,Arranged,36,Female,School,Same,Hindu,No,Urban,No,Medium,No,4,Middle,49,Yes,No,No
1602,Love,19,Female,Postgraduate,Same,Hindu,Yes,Urban,No,High,No,4,Middle,15,No,No,Yes
1603,Love,38,Male,PhD,Same,Sikh,Yes,Urban,No,Medium,No,3,Low,31,Yes,No,Yes
1604,Love,18,Female,Graduate,Different,Hindu,Yes,Urban,Yes,High,No,3,Middle,31,No,No,No
1605,Arranged,26,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Low,No,5,High,23,Yes,Yes,No
1606,Love,20,Female,Postgraduate,Different,Hindu,Yes,Urban,No,Low,No,4,Low,37,No,No,No
1607,Arranged,32,Female,Graduate,Same,Hindu,Partial,Rural,Yes,High,No,0,Middle,17,Yes,No,No
1608,Arranged,25,Male,Postgraduate,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,3,Middle,16,No,Yes,No
1609,Arranged,19,Female,Graduate,Same,Muslim,Partial,Rural,No,High,Yes,0,Middle,32,No,No,No
1610,Arranged,31,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,2,High,40,Yes,No,No
1611,Arranged,27,Female,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,4,Middle,22,No,No,No
1612,Arranged,27,Male,School,Same,Christian,Yes,Urban,No,Medium,No,0,Middle,45,No,No,No
1613,Love,20,Male,School,Same,Muslim,Partial,Urban,No,Medium,No,1,Low,6,Yes,No,Yes
1614,Arranged,20,Male,Graduate,Different,Hindu,Partial,Rural,Yes,Medium,No,5,Middle,15,No,No,No
1615,Arranged,37,Female,Graduate,Same,Hindu,Partial,Rural,Yes,High,No,1,Middle,42,No,No,No
1616,Arranged,25,Female,School,Same,Christian,Yes,Rural,No,Medium,No,4,High,47,No,No,Yes
1617,Arranged,27,Female,School,Different,Hindu,Yes,Urban,No,Medium,No,1,Middle,12,Yes,No,No
1618,Arranged,22,Female,Postgraduate,Same,Others,Yes,Rural,No,Medium,No,2,Low,27,No,Yes,No
1619,Love,23,Male,Graduate,Same,Hindu,Yes,Urban,Yes,High,No,3,Middle,42,Yes,Yes,No
1620,Love,31,Male,School,Same,Hindu,No,Rural,No,High,No,2,Low,29,Yes,No,No
1621,Arranged,20,Female,PhD,Same,Hindu,Yes,Urban,Yes,Low,No,3,Low,30,No,No,No
1622,Love,35,Male,School,Different,Hindu,No,Urban,No,High,No,1,High,21,Yes,No,No
1623,Love,37,Female,Graduate,Different,Hindu,Yes,Rural,Not Disclosed,Medium,No,5,Middle,11,No,No,No
1624,Arranged,20,Female,Graduate,Same,Hindu,Yes,Urban,No,High,No,3,High,1,Yes,Yes,No
1625,Arranged,20,Male,Postgraduate,Same,Hindu,Yes,Rural,Not Disclosed,High,No,3,Middle,21,Yes,Yes,No
1626,Arranged,35,Female,Postgraduate,Same,Christian,Yes,Rural,Not Disclosed,Medium,No,0,Middle,14,Yes,No,No
1627,Love,32,Female,School,Same,Muslim,No,Rural,Yes,Medium,No,3,Low,47,No,Yes,No
1628,Love,20,Female,Graduate,Same,Hindu,Yes,Rural,No,High,No,3,Middle,10,No,No,No
1629,Arranged,26,Female,Postgraduate,Different,Hindu,Yes,Urban,Yes,High,No,5,Middle,19,No,Yes,No
1630,Arranged,39,Female,Postgraduate,Same,Hindu,No,Urban,No,Low,Yes,5,Low,47,Yes,No,Yes
1631,Love,28,Male,School,Same,Hindu,Yes,Rural,No,Low,Yes,1,Middle,35,Yes,Yes,No
1632,Love,39,Female,Graduate,Same,Muslim,Partial,Rural,Yes,High,No,2,High,20,Yes,No,No
1633,Arranged,19,Female,School,Different,Hindu,Yes,Urban,No,High,No,2,High,3,No,Yes,No
1634,Love,39,Female,Graduate,Same,Muslim,Yes,Urban,Not Disclosed,Medium,No,3,Low,7,No,No,No
1635,Arranged,33,Male,PhD,Same,Christian,Partial,Rural,Not Disclosed,Medium,No,3,Middle,48,Yes,No,No
1636,Arranged,29,Male,Postgraduate,Same,Hindu,Yes,Urban,Yes,High,No,0,High,39,Yes,No,No
1637,Love,19,Female,School,Same,Hindu,Yes,Rural,Yes,Low,No,4,Low,13,No,No,No
1638,Arranged,32,Male,School,Same,Hindu,Yes,Urban,No,High,No,4,Middle,20,No,Yes,No
1639,Arranged,33,Female,School,Different,Hindu,Partial,Rural,Yes,Medium,No,2,Low,48,No,No,Yes
1640,Love,26,Male,Postgraduate,Different,Hindu,Yes,Rural,No,High,No,5,Middle,7,Yes,No,No
1641,Love,24,Male,School,Same,Hindu,Yes,Rural,No,Medium,No,5,Middle,46,No,No,No
1642,Arranged,35,Female,Graduate,Same,Christian,Yes,Rural,Yes,Medium,Yes,3,High,26,No,No,No
1643,Love,19,Female,School,Same,Hindu,Yes,Rural,No,Medium,No,2,High,23,Yes,No,Yes
1644,Arranged,31,Male,School,Same,Muslim,Partial,Urban,No,Medium,Yes,2,Middle,26,No,No,No
1645,Love,23,Male,Graduate,Same,Others,Yes,Rural,No,High,No,4,High,20,Yes,Yes,Yes
1646,Arranged,38,Male,School,Different,Christian,No,Rural,No,Medium,No,1,Low,7,No,Yes,Yes
1647,Love,34,Male,School,Same,Hindu,Yes,Rural,Yes,Medium,No,2,Middle,45,No,No,No
1648,Love,38,Male,Graduate,Same,Hindu,Partial,Urban,Yes,Medium,No,2,Middle,3,No,No,No
1649,Arranged,26,Female,School,Same,Hindu,Partial,Urban,No,High,No,3,Low,38,Yes,No,No
1650,Arranged,20,Male,Graduate,Same,Others,Yes,Urban,No,High,No,2,Middle,21,Yes,Yes,Yes
1651,Arranged,34,Female,Postgraduate,Same,Others,Partial,Urban,No,Low,No,2,Middle,17,Yes,No,No
1652,Arranged,21,Male,School,Different,Hindu,Yes,Urban,No,Medium,No,2,Middle,31,No,No,Yes
1653,Arranged,18,Male,PhD,Different,Hindu,No,Rural,Yes,High,No,0,High,27,Yes,Yes,Yes
1654,Arranged,28,Male,Graduate,Same,Hindu,Partial,Urban,No,Medium,No,3,Middle,5,Yes,Yes,No
1655,Love,33,Male,Postgraduate,Same,Muslim,Partial,Urban,No,Medium,No,5,Middle,14,No,No,No
1656,Love,33,Male,Postgraduate,Same,Muslim,Yes,Rural,Yes,Low,No,0,High,5,Yes,No,No
1657,Arranged,27,Female,Postgraduate,Different,Sikh,Yes,Urban,No,Low,No,5,Middle,8,Yes,No,No
1658,Arranged,38,Female,School,Same,Hindu,Yes,Rural,Not Disclosed,High,No,0,Low,47,Yes,No,Yes
1659,Arranged,35,Female,School,Same,Muslim,Partial,Urban,Not Disclosed,Medium,No,2,High,18,Yes,Yes,No
1660,Arranged,35,Male,Graduate,Same,Hindu,Partial,Urban,No,Medium,No,5,Middle,47,No,No,No
1661,Arranged,26,Male,School,Different,Muslim,Yes,Urban,No,Medium,No,5,High,32,No,No,No
1662,Arranged,18,Female,Postgraduate,Different,Hindu,Yes,Urban,Not Disclosed,High,No,2,Middle,25,Yes,No,No
1663,Love,19,Female,School,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,0,Middle,28,No,Yes,No
1664,Arranged,27,Female,PhD,Same,Muslim,Yes,Rural,No,Medium,No,0,Low,18,No,No,No
1665,Arranged,22,Female,PhD,Different,Hindu,Yes,Rural,Not Disclosed,High,Yes,4,Low,44,Yes,No,No
1666,Arranged,24,Male,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,4,Middle,45,No,No,No
1667,Arranged,26,Female,PhD,Same,Hindu,Yes,Urban,No,Medium,No,2,High,23,Yes,No,No
1668,Arranged,39,Female,Graduate,Different,Hindu,Yes,Urban,No,Low,Yes,0,High,39,Yes,Yes,No
1669,Arranged,20,Female,Graduate,Same,Hindu,No,Rural,Yes,Medium,No,5,Low,28,Yes,No,No
1670,Love,24,Male,Postgraduate,Same,Hindu,Yes,Rural,No,Low,No,3,Low,48,Yes,No,No
1671,Love,26,Male,Graduate,Same,Muslim,No,Rural,No,Low,No,3,High,47,Yes,Yes,No
1672,Arranged,28,Male,PhD,Same,Muslim,Yes,Urban,Yes,Medium,No,1,Middle,13,No,No,No
1673,Arranged,18,Female,PhD,Same,Sikh,Yes,Rural,No,Medium,No,3,Middle,41,Yes,Yes,Yes
1674,Love,27,Male,Graduate,Different,Muslim,Yes,Urban,No,Medium,No,1,High,12,No,No,No
1675,Arranged,39,Male,Graduate,Same,Sikh,Yes,Rural,No,Low,No,5,High,6,Yes,No,No
1676,Love,26,Female,PhD,Same,Hindu,Yes,Urban,Yes,Medium,Yes,0,Middle,1,Yes,No,Yes
1677,Love,27,Male,Graduate,Different,Christian,Yes,Rural,Yes,Low,No,5,Middle,12,Yes,No,No
1678,Arranged,23,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,0,Middle,47,No,No,No
1679,Love,32,Female,Graduate,Different,Hindu,Yes,Urban,Yes,Low,No,0,Low,41,No,Yes,No
1680,Love,37,Female,Graduate,Same,Sikh,Yes,Urban,No,Medium,No,1,Middle,1,Yes,No,No
1681,Arranged,23,Male,Graduate,Different,Hindu,Yes,Rural,Yes,Medium,No,5,Middle,42,No,No,No
1682,Love,35,Female,Postgraduate,Same,Muslim,Yes,Rural,Yes,High,No,5,Middle,32,Yes,No,No
1683,Love,39,Male,School,Same,Hindu,Yes,Rural,No,High,No,2,High,39,No,No,No
1684,Love,39,Male,Postgraduate,Different,Others,Yes,Urban,No,High,No,0,Middle,49,Yes,Yes,No
1685,Arranged,34,Female,School,Different,Hindu,Yes,Urban,No,Low,Yes,0,Middle,35,Yes,No,No
1686,Arranged,35,Male,School,Different,Hindu,Yes,Rural,Yes,Medium,No,5,Middle,3,No,Yes,No
1687,Love,23,Female,School,Same,Hindu,Partial,Urban,Yes,Medium,No,5,Low,27,Yes,Yes,No
1688,Arranged,31,Male,Postgraduate,Same,Hindu,Partial,Urban,No,Low,No,1,High,11,No,Yes,No
1689,Arranged,20,Male,School,Same,Hindu,Yes,Urban,Yes,Medium,No,5,Middle,38,No,No,No
1690,Love,34,Female,Postgraduate,Same,Hindu,No,Urban,Yes,Medium,No,1,Low,16,No,No,Yes
1691,Arranged,39,Female,Graduate,Same,Hindu,Partial,Urban,No,High,No,0,Low,22,Yes,No,Yes
1692,Arranged,39,Female,PhD,Same,Christian,Yes,Urban,Not Disclosed,Medium,No,2,Middle,49,Yes,No,No
1693,Love,39,Male,PhD,Same,Others,Yes,Rural,Yes,Medium,No,5,Middle,33,No,No,No
1694,Arranged,34,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,5,Middle,20,Yes,No,No
1695,Love,36,Female,Postgraduate,Same,Hindu,Partial,Urban,No,High,No,5,Middle,21,Yes,No,No
1696,Arranged,39,Male,Graduate,Same,Hindu,Yes,Urban,Yes,High,No,3,Middle,34,No,No,No
1697,Love,36,Female,Postgraduate,Same,Others,Yes,Urban,Yes,Low,No,1,Middle,49,No,Yes,No
1698,Arranged,28,Female,School,Same,Muslim,Yes,Urban,No,Low,Yes,0,Middle,1,Yes,No,No
1699,Arranged,18,Male,School,Same,Sikh,No,Urban,No,Low,No,5,Middle,13,No,No,No
1700,Love,35,Male,PhD,Different,Muslim,Yes,Urban,No,Medium,No,1,Middle,1,Yes,Yes,No
1701,Arranged,38,Female,School,Same,Hindu,Partial,Urban,No,Medium,No,1,Low,27,No,No,No
1702,Arranged,23,Female,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,4,High,40,Yes,No,Yes
1703,Love,35,Female,Graduate,Different,Hindu,Yes,Urban,No,Medium,Yes,1,Middle,44,Yes,Yes,No
1704,Love,26,Male,School,Same,Hindu,Partial,Rural,Yes,Medium,No,2,High,11,No,Yes,No
1705,Love,38,Female,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,5,High,28,Yes,No,No
1706,Arranged,28,Male,School,Same,Hindu,Yes,Urban,Yes,Medium,Yes,1,Middle,11,No,No,No
1707,Love,23,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,3,High,1,Yes,No,No
1708,Arranged,25,Male,PhD,Same,Christian,Yes,Rural,No,Medium,No,1,Middle,7,Yes,No,Yes
1709,Love,32,Female,Graduate,Different,Hindu,No,Urban,No,Medium,No,0,Low,28,No,Yes,No
1710,Love,34,Male,Postgraduate,Different,Muslim,Partial,Urban,No,Medium,No,5,Middle,41,Yes,No,Yes
1711,Love,32,Female,Graduate,Same,Sikh,Yes,Rural,No,Low,No,5,Low,6,Yes,No,No
1712,Love,23,Female,Graduate,Same,Others,Yes,Urban,No,High,No,3,Middle,28,No,No,Yes
1713,Arranged,35,Female,Postgraduate,Different,Hindu,No,Rural,No,High,Yes,3,Middle,33,Yes,No,Yes
1714,Arranged,24,Male,Postgraduate,Different,Hindu,Yes,Rural,No,Medium,No,5,High,6,Yes,No,No
1715,Love,33,Female,School,Same,Hindu,Yes,Urban,Not Disclosed,Low,No,2,Middle,5,Yes,No,No
1716,Love,25,Male,School,Same,Hindu,Yes,Rural,No,High,No,5,Middle,25,No,No,No
1717,Love,29,Male,Graduate,Different,Hindu,Yes,Urban,No,Low,No,0,Low,41,No,Yes,No
1718,Arranged,32,Male,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,5,Low,46,Yes,No,No
1719,Arranged,29,Male,Postgraduate,Same,Hindu,Yes,Urban,No,High,No,1,Low,42,Yes,No,No
1720,Love,29,Male,PhD,Different,Christian,Yes,Rural,Yes,Medium,No,1,High,18,No,No,No
1721,Arranged,19,Female,Graduate,Same,Hindu,Partial,Rural,Yes,Medium,No,1,Low,16,No,Yes,Yes
1722,Arranged,32,Female,Graduate,Same,Hindu,Partial,Urban,Yes,Medium,No,1,Middle,17,Yes,No,Yes
1723,Love,39,Female,Graduate,Same,Christian,Partial,Urban,Not Disclosed,High,No,2,High,11,No,Yes,No
1724,Arranged,19,Male,Graduate,Same,Muslim,Yes,Rural,Not Disclosed,Medium,No,5,Middle,38,No,No,No
1725,Arranged,34,Male,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,3,Middle,47,No,No,No
1726,Love,37,Male,Graduate,Same,Hindu,Partial,Urban,No,Medium,No,1,Low,9,No,No,No
1727,Arranged,36,Female,Postgraduate,Same,Hindu,Yes,Urban,Yes,Medium,No,2,Low,25,Yes,No,No
1728,Arranged,30,Male,School,Same,Muslim,Yes,Urban,No,High,No,5,High,3,Yes,Yes,Yes
1729,Love,33,Female,School,Same,Muslim,Partial,Urban,Not Disclosed,Medium,No,0,Middle,43,No,No,No
1730,Arranged,30,Female,School,Same,Others,Yes,Urban,No,High,Yes,0,Middle,10,Yes,Yes,No
1731,Arranged,28,Female,Graduate,Different,Hindu,Yes,Rural,No,Medium,No,0,Middle,9,Yes,No,No
1732,Love,19,Female,Graduate,Different,Muslim,Yes,Urban,No,Medium,Yes,4,Middle,8,No,No,No
1733,Arranged,36,Female,Postgraduate,Same,Hindu,Yes,Rural,Yes,High,No,0,Middle,27,No,Yes,No
1734,Love,27,Male,Graduate,Same,Muslim,Partial,Urban,No,Low,No,3,Middle,8,No,No,Yes
1735,Love,39,Male,Graduate,Same,Muslim,No,Rural,Yes,Medium,No,3,Low,8,No,No,No
1736,Love,33,Male,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,0,High,39,No,No,No
1737,Love,26,Male,School,Same,Muslim,Yes,Urban,Yes,Low,No,3,Low,21,No,No,No
1738,Love,22,Male,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,1,Middle,18,No,No,No
1739,Arranged,28,Male,Postgraduate,Same,Hindu,Partial,Rural,Yes,High,Yes,2,Middle,26,Yes,Yes,Yes
1740,Arranged,27,Female,Graduate,Same,Hindu,Yes,Urban,No,Low,No,1,Low,30,No,Yes,No
1741,Love,21,Female,School,Different,Hindu,Yes,Urban,No,High,No,3,Middle,49,No,Yes,No
1742,Love,37,Female,Graduate,Same,Muslim,Yes,Urban,No,High,Yes,0,Middle,11,No,No,No
1743,Love,20,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Low,No,1,Low,22,No,Yes,No
1744,Arranged,27,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,5,High,17,No,No,No
1745,Arranged,33,Male,Postgraduate,Same,Hindu,No,Rural,No,Medium,Yes,3,High,22,No,No,Yes
1746,Arranged,29,Female,Postgraduate,Same,Christian,Yes,Urban,Yes,Medium,No,4,Low,36,Yes,No,No
1747,Arranged,21,Male,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,No,0,Low,25,Yes,No,No
1748,Love,34,Male,School,Same,Christian,Yes,Rural,No,Low,No,3,Middle,26,Yes,No,No
1749,Love,22,Male,School,Same,Hindu,Partial,Urban,No,High,No,4,Middle,19,Yes,Yes,Yes
1750,Arranged,21,Male,School,Same,Hindu,Partial,Rural,Yes,Medium,No,0,Low,44,No,No,Yes
1751,Arranged,29,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,4,Middle,20,Yes,Yes,No
1752,Love,34,Male,Graduate,Same,Muslim,Yes,Urban,No,Medium,Yes,4,Middle,27,No,No,No
1753,Love,35,Male,School,Same,Hindu,Yes,Urban,No,Medium,No,1,Middle,36,No,No,Yes
1754,Arranged,18,Female,Graduate,Same,Christian,Yes,Urban,No,High,No,0,Middle,35,Yes,No,Yes
1755,Love,24,Male,Graduate,Same,Hindu,No,Urban,Yes,Medium,No,5,High,27,Yes,Yes,Yes
1756,Arranged,37,Female,Postgraduate,Same,Hindu,Yes,Rural,No,High,No,3,High,42,No,Yes,No
1757,Arranged,23,Male,School,Different,Muslim,Yes,Rural,Yes,Medium,No,3,Middle,26,Yes,Yes,Yes
1758,Love,31,Female,Graduate,Same,Christian,Yes,Urban,No,Medium,No,4,Middle,3,Yes,No,No
1759,Arranged,33,Female,School,Different,Muslim,Yes,Urban,Yes,Medium,No,3,Middle,16,Yes,Yes,No
1760,Love,20,Male,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,1,Middle,13,No,No,No
1761,Arranged,29,Male,Graduate,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,2,High,1,No,No,No
1762,Arranged,22,Male,Graduate,Same,Hindu,Yes,Rural,No,High,No,1,Low,9,Yes,Yes,No
1763,Arranged,31,Female,School,Same,Christian,Yes,Rural,Yes,Low,No,5,Middle,45,Yes,Yes,No
1764,Love,21,Female,PhD,Different,Hindu,Yes,Urban,No,Medium,No,3,Low,2,No,No,Yes
1765,Arranged,37,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,1,Middle,17,No,Yes,No
1766,Love,24,Female,Graduate,Different,Muslim,Partial,Urban,No,High,Yes,4,Low,39,Yes,No,No
1767,Arranged,28,Male,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,Yes,4,Low,45,Yes,Yes,Yes
1768,Arranged,31,Male,School,Different,Hindu,Yes,Urban,No,High,No,5,Low,8,Yes,Yes,No
1769,Love,27,Female,School,Same,Hindu,Partial,Urban,No,Low,No,4,Middle,8,Yes,No,No
1770,Arranged,32,Female,Graduate,Same,Christian,Yes,Rural,Not Disclosed,Medium,No,4,High,15,No,No,Yes
1771,Arranged,22,Male,Postgraduate,Different,Hindu,Partial,Rural,Yes,Low,No,1,High,48,Yes,No,Yes
1772,Love,33,Female,PhD,Different,Hindu,Partial,Urban,No,Low,No,4,Low,27,No,No,No
1773,Arranged,34,Female,Postgraduate,Different,Hindu,Yes,Rural,Yes,Low,No,5,High,31,No,No,No
1774,Arranged,37,Female,School,Same,Muslim,Yes,Urban,No,High,No,2,Middle,21,Yes,No,Yes
1775,Arranged,32,Female,PhD,Different,Hindu,Yes,Urban,Yes,Low,No,0,Low,34,Yes,No,No
1776,Love,37,Male,Postgraduate,Same,Christian,Yes,Urban,No,Low,No,0,Low,5,No,No,No
1777,Love,32,Male,Graduate,Same,Hindu,No,Urban,Yes,Medium,Yes,3,Low,36,No,Yes,No
1778,Arranged,37,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,1,High,43,No,Yes,No
1779,Arranged,28,Female,PhD,Same,Muslim,Yes,Rural,No,Medium,No,3,Low,1,Yes,No,Yes
1780,Love,24,Female,Graduate,Different,Christian,Yes,Urban,No,Medium,No,4,High,20,Yes,No,No
1781,Arranged,38,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,1,Middle,42,Yes,No,No
1782,Arranged,28,Female,School,Same,Others,Yes,Urban,No,High,No,3,High,27,Yes,Yes,No
1783,Arranged,21,Female,Postgraduate,Different,Hindu,Yes,Urban,Yes,Low,No,1,High,14,No,Yes,No
1784,Love,26,Female,Graduate,Same,Muslim,Yes,Urban,No,Medium,Yes,4,Middle,16,Yes,No,No
1785,Arranged,18,Male,School,Different,Hindu,No,Rural,No,Medium,No,5,Middle,20,Yes,No,Yes
1786,Arranged,30,Male,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,5,Middle,29,No,No,No
1787,Arranged,22,Male,Graduate,Same,Hindu,Partial,Rural,No,High,No,1,Middle,3,Yes,No,No
1788,Arranged,24,Male,PhD,Same,Christian,Yes,Rural,No,High,Yes,2,Middle,26,No,No,Yes
1789,Love,35,Male,Postgraduate,Different,Christian,Yes,Rural,Yes,Medium,No,4,Middle,32,Yes,No,No
1790,Arranged,36,Male,Graduate,Same,Others,Yes,Rural,No,Low,No,2,Middle,27,No,Yes,No
1791,Love,39,Female,Postgraduate,Different,Hindu,No,Urban,No,Medium,Yes,5,Middle,7,Yes,No,No
1792,Love,28,Female,Graduate,Same,Christian,Partial,Rural,No,High,Yes,2,Middle,8,Yes,No,Yes
1793,Arranged,27,Male,Postgraduate,Different,Others,Yes,Urban,No,Medium,No,4,Middle,35,No,No,No
1794,Arranged,30,Female,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,5,Middle,18,Yes,No,No
1795,Arranged,28,Female,School,Same,Hindu,Yes,Urban,No,Medium,Yes,0,Middle,8,Yes,Yes,No
1796,Arranged,38,Male,School,Same,Hindu,Yes,Urban,Yes,Medium,No,4,Low,33,No,No,No
1797,Love,18,Female,School,Same,Muslim,No,Rural,Yes,High,No,1,Low,10,No,No,No
1798,Love,39,Female,School,Same,Hindu,Yes,Rural,Yes,High,No,5,Middle,47,Yes,No,Yes
1799,Arranged,22,Male,Graduate,Same,Muslim,Yes,Rural,Yes,High,No,1,Middle,10,No,No,No
1800,Arranged,25,Male,Postgraduate,Same,Christian,Yes,Urban,No,Medium,No,4,Low,42,No,No,Yes
1801,Love,32,Female,School,Same,Hindu,Yes,Rural,Not Disclosed,Medium,Yes,4,Middle,21,No,Yes,No
1802,Love,22,Female,Graduate,Same,Hindu,Yes,Urban,Yes,High,No,5,Middle,14,Yes,No,No
1803,Arranged,28,Female,School,Same,Hindu,Partial,Urban,No,High,No,4,High,41,Yes,No,No
1804,Arranged,25,Female,School,Different,Hindu,Yes,Urban,Yes,Medium,No,5,Middle,28,Yes,No,Yes
1805,Arranged,28,Female,Graduate,Different,Hindu,Partial,Rural,No,High,Yes,5,Low,18,No,Yes,Yes
1806,Love,35,Male,Graduate,Same,Muslim,Yes,Rural,No,High,No,5,High,4,Yes,Yes,No
1807,Love,18,Male,Graduate,Same,Muslim,Yes,Rural,No,Medium,No,2,Low,44,Yes,No,No
1808,Love,24,Female,Postgraduate,Different,Christian,Yes,Rural,Yes,High,No,5,Middle,45,No,No,No
1809,Love,22,Female,School,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,0,High,19,No,No,No
1810,Arranged,19,Female,Graduate,Same,Hindu,Yes,Rural,Yes,Low,No,0,High,6,No,No,Yes
1811,Arranged,21,Male,Postgraduate,Same,Others,Yes,Rural,No,Medium,No,4,Middle,32,No,No,No
1812,Arranged,31,Female,School,Same,Hindu,No,Rural,No,Low,No,4,Middle,11,Yes,Yes,Yes
1813,Love,39,Male,Graduate,Same,Others,Yes,Urban,Yes,Medium,No,2,Middle,48,Yes,No,No
1814,Love,19,Female,Graduate,Different,Hindu,No,Urban,No,Medium,Yes,3,Middle,32,No,No,Yes
1815,Love,30,Female,School,Same,Hindu,Partial,Urban,Yes,Medium,No,4,Middle,10,No,No,No
1816,Arranged,39,Female,School,Same,Hindu,Yes,Rural,Yes,Medium,No,4,Middle,41,Yes,No,No
1817,Love,36,Female,Postgraduate,Same,Others,Partial,Urban,No,Low,No,1,High,35,No,Yes,Yes
1818,Love,19,Male,Postgraduate,Same,Hindu,Yes,Rural,Yes,Medium,No,1,Middle,37,Yes,Yes,No
1819,Arranged,27,Female,Graduate,Same,Hindu,Yes,Urban,Yes,High,No,1,High,41,No,Yes,Yes
1820,Arranged,18,Female,School,Same,Christian,Yes,Rural,No,Medium,No,5,Middle,6,Yes,No,Yes
1821,Love,30,Female,Graduate,Different,Hindu,Yes,Urban,Not Disclosed,High,No,2,Middle,31,No,Yes,No
1822,Love,24,Female,School,Different,Hindu,Yes,Urban,No,High,No,0,High,39,Yes,No,No
1823,Love,21,Male,Postgraduate,Same,Hindu,Partial,Urban,No,Medium,No,0,Low,29,No,No,Yes
1824,Arranged,24,Female,Graduate,Different,Muslim,Yes,Rural,Yes,Medium,No,2,Low,45,Yes,No,No
1825,Love,37,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,2,Middle,44,Yes,No,No
1826,Love,24,Female,Postgraduate,Same,Sikh,Yes,Urban,Yes,Low,No,2,High,21,No,No,No
1827,Arranged,23,Male,Postgraduate,Same,Christian,No,Urban,No,High,Yes,5,Middle,8,Yes,No,Yes
1828,Arranged,24,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,5,Low,14,No,Yes,Yes
1829,Love,26,Female,Graduate,Same,Hindu,Yes,Urban,No,Low,No,0,Middle,24,Yes,Yes,No
1830,Arranged,24,Female,Graduate,Same,Others,Yes,Urban,No,High,No,3,Middle,32,No,No,No
1831,Arranged,23,Female,School,Same,Christian,Yes,Rural,No,Medium,No,4,Low,21,No,No,No
1832,Arranged,34,Female,Graduate,Same,Sikh,Yes,Rural,Yes,Medium,No,3,High,17,No,Yes,Yes
1833,Arranged,31,Female,Graduate,Same,Hindu,Yes,Rural,No,High,No,0,Middle,6,No,No,No
1834,Love,18,Female,School,Same,Hindu,Yes,Urban,Yes,Medium,No,2,Middle,49,Yes,Yes,No
1835,Arranged,33,Female,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,3,Middle,13,No,No,No
1836,Arranged,21,Male,Postgraduate,Different,Muslim,Yes,Urban,Yes,High,No,0,Middle,6,No,No,No
1837,Arranged,22,Female,School,Same,Others,Yes,Urban,No,High,No,3,Middle,35,Yes,No,No
1838,Arranged,24,Male,Postgraduate,Different,Hindu,Yes,Urban,Yes,High,No,4,Middle,22,Yes,Yes,No
1839,Love,28,Female,PhD,Different,Hindu,No,Rural,Not Disclosed,Medium,No,4,Low,16,Yes,No,Yes
1840,Arranged,38,Male,PhD,Same,Hindu,No,Rural,No,Low,No,2,High,23,No,No,No
1841,Arranged,37,Female,Graduate,Same,Muslim,Yes,Urban,Not Disclosed,High,No,0,Low,19,Yes,No,No
1842,Love,19,Male,Postgraduate,Same,Hindu,Yes,Urban,Yes,Medium,No,1,Middle,36,Yes,No,No
1843,Arranged,23,Female,PhD,Same,Hindu,Yes,Urban,No,Medium,No,5,Middle,32,Yes,Yes,No
1844,Arranged,20,Female,Graduate,Different,Christian,Yes,Rural,No,Low,No,3,Low,37,No,Yes,No
